Region,Atmospheric Condition,Area,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Gender,Injury Severity
South,Clear,Urban,Local Road or Street,18,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,18,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,23,Unknown,Pedestrian,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,27,No,Passenger of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,27,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,31,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,48,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,48,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,51,Yes,Pedestrian,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,54,No,Bicyclist,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,58,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,65,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,14,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,17,No,Driver of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,17,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
South,Clear,Urban,Local Road or Street,23,No,Driver of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,21,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,25,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,33,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,37,Yes,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,43,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,44,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,51,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,54,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,58,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Urban,Local Road or Street,32,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Urban,Local Road or Street,37,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Urban,Local Road or Street,46,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Urban,Local Road or Street,49,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Urban,Local Road or Street,50,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,18,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
South,Clear,Rural,Local Road or Street,29,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
South,Clear,Urban,Local Road or Street,40,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
South,Clear,Rural,Local Road or Street,18,No,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,21,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,34,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,39,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,43,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,45,Yes,Pedestrian,Unknown,Female,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,32,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,38,Unknown,Pedestrian,Unknown,Female,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,47,No,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,49,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,32,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,45,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Clear,Urban,Local Road or Street,6,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Clear,Urban,Local Road or Street,7,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Clear,Urban,Local Road or Street,13,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Clear,Urban,Local Road or Street,32,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Clear,Urban,Local Road or Street,33,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Clear,Rural,Local Road or Street,21,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,43,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,44,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,46,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,56,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Clear,Urban,Local Road or Street,49,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,6,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Clear,Rural,Local Road or Street,7,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Clear,Rural,Local Road or Street,16,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,16,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,19,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,24,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,33,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,33,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,35,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,46,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,58,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,70,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,75,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,5,Unknown,Pedestrian,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,18,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,25,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,28,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,30,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,33,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,45,No,Pedestrian,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,51,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,55,Unknown,Persons on Personal Conveyances,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,66,Unknown,Pedestrian,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,70,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,15,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,16,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,18,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,24,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,29,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Clear,Urban,Local Road or Street,27,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Clear,Urban,Local Road or Street,37,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Clear,Urban,Local Road or Street,47,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,26,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,29,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,54,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Clear,Urban,Local Road or Street,11,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Clear,Urban,Local Road or Street,52,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Clear,Urban,Local Road or Street,69,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Clear,Rural,Local Road or Street,0,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,16,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,16,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,17,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,22,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,38,Unknown,Pedestrian,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,40,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Urban,Local Road or Street,20,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Urban,Local Road or Street,50,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Urban,Local Road or Street,54,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,15,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Clear,Rural,Local Road or Street,50,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Clear,Rural,Local Road or Street,36,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,46,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,50,Yes,Pedestrian,Unknown,Female,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,72,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,70,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,35,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Clear,Rural,Local Road or Street,39,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Clear,Rural,Local Road or Street,16,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Clear,Rural,Local Road or Street,19,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,21,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,21,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,30,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,32,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,40,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,40,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,41,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,44,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,45,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,59,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,65,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,79,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,93,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,24,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,24,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,26,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,16,Yes,Driver of a Motor Vehicle In-Transport,Yes,Female,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,17,No,Passenger of a Motor Vehicle In-Transport,Yes,Female,Fatal Injury (K)
South,Clear,Rural,Local Road or Street,26,Unknown,Driver of a Motor Vehicle In-Transport,Yes,Female,Incapacitating Injury (A)
South,Clear,Rural,Local Road or Street,18,Yes,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
South,Clear,Urban,Local Road or Street,39,No,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,17,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,19,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,29,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,26,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,37,Unknown,Pedestrian,No,Female,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,84,Unknown,Pedestrian,No,Female,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,53,Unknown,Bicyclist,No,Female,Incapacitating Injury (A)
West,Clear,Rural,Local Road or Street,31,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Clear,Rural,Local Road or Street,40,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Clear,Urban,Local Road or Street,4,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Clear,Urban,Local Road or Street,21,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Clear,Urban,Local Road or Street,39,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Clear,Urban,Local Road or Street,57,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Clear,Urban,Local Road or Street,85,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Clear,Rural,Local Road or Street,16,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Local Road or Street,18,No,Driver of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Local Road or Street,15,Unknown,Bicyclist,No,Female,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Local Road or Street,17,No,Driver of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Local Road or Street,17,No,Passenger of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,17,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,26,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,33,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,33,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,57,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,61,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,62,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,63,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,72,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,92,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,2,Unknown,Pedestrian,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,15,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,16,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,18,Unknown,Pedestrian,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,21,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,21,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,22,Yes,Passenger of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,27,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,32,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,39,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,44,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,45,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,47,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,47,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,54,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,55,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,63,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,0,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Rural,Local Road or Street,16,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Rural,Local Road or Street,17,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Rural,Local Road or Street,71,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Local Road or Street,1,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Local Road or Street,16,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Local Road or Street,17,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Local Road or Street,26,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Local Road or Street,82,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Rural,Local Road or Street,13,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Local Road or Street,32,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Local Road or Street,19,No,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Local Road or Street,44,No,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
West,Clear,Urban,Local Road or Street,20,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
West,Clear,Urban,Local Road or Street,59,No,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,65,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,78,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,88,No,Pedestrian,Unknown,Female,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,31,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Urban,Local Road or Street,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Urban,Local Road or Street,19,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Rural,Local Road or Street,14,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Local Road or Street,15,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Local Road or Street,16,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Local Road or Street,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Local Road or Street,31,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Local Road or Street,0,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
West,Clear,Rural,Local Road or Street,41,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
West,Clear,Urban,Local Road or Street,58,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
West,Clear,Rural,Local Road or Street,14,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,16,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Local Road or Street,37,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,15,No,Persons on Personal Conveyances,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,17,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,26,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,33,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,33,No,Persons In/On Buildings,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,34,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,36,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,47,Yes,Pedestrian,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,76,No,Pedestrian,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Local Road or Street,9,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Urban,Local Road or Street,47,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
